61439574,2,1.52694100345e+12,1.52694100345e+12,"1004"
14862560,2,1.52694100345e+12,1.52694100345e+12,"1002"
68441801,2,1.52694100345e+12,1.52694100345e+12,"1004"
97469378,2,1.52694100345e+12,1.52694100345e+12,"1004"
93208929,1,1.52694100345e+12,1.52694100345e+12,"1004"
3566343,2,1.52694100345e+12,1.52694100346e+12,"1002"
25662037,2,1.52694100346e+12,1.52694100346e+12,"1004"
74309915,3,1.52694100346e+12,1.52694100346e+12,"1004"
14660775,2,1.52694100346e+12,1.52694100346e+12,"1002"
78400226,2,1.52694100346e+12,1.52694100346e+12,"1004"
82649299,3,1.52694100346e+12,1.52694100346e+12,"1004"
91333941,2,1.52694100346e+12,1.52694100346e+12,"1002"
80515051,3,1.52694100346e+12,1.52694100346e+12,"1004"
16391424,2,1.52694100346e+12,1.52694100346e+12,"1004"
78893239,3,1.52694100346e+12,1.52694100346e+12,"1004"
66232323,2,1.52694100346e+12,1.52694100346e+12,"1004"
6623814,3,1.52694100346e+12,1.52694100346e+12,"1004"
65709150,2,1.52694100346e+12,1.52694100346e+12,"1002"
35705774,3,1.52694100346e+12,1.52694100346e+12,"1004"
8493018,2,1.52694100346e+12,1.52694100346e+12,"1004"
85297600,2,1.52694100346e+12,1.52694100346e+12,"1004"
91058609,3,1.52694100346e+12,1.52694100346e+12,"1004"
91873694,2,1.52694100346e+12,1.52694100346e+12,"1004"
62981005,3,1.52694100346e+12,1.52694100346e+12,"1004"
81903183,2,1.52694100346e+12,1.52694100346e+12,"1004"
57270755,3,1.52694100346e+12,1.52694100346e+12,"1004"
21240450,2,1.52694100346e+12,1.52694100346e+12,"1004"
19143580,3,1.52694100346e+12,1.52694100346e+12,"1004"
81743503,2,1.52694100346e+12,1.52694100346e+12,"1004"
78321429,3,1.52694100346e+12,1.52694100346e+12,"1004"
32784796,2,1.52694100346e+12,1.52694100347e+12,"1002"
12984294,3,1.52694100347e+12,1.52694100347e+12,"1002"
41431537,2,1.52694100347e+12,1.52694100347e+12,"1004"
36396169,3,1.52694100347e+12,1.52694100347e+12,"1004"
5210425,2,1.52694100347e+12,1.52694100347e+12,"1004"
30938625,2,1.52694100347e+12,1.52694100347e+12,"1004"
19729045,3,1.52694100347e+12,1.52694100347e+12,"1002"
80444672,2,1.52694100347e+12,1.52694100347e+12,"1004"
68041952,3,1.52694100347e+12,1.52694100347e+12,"1004"
43276188,2,1.52694100347e+12,1.52694100347e+12,"1004"
78028706,3,1.52694100347e+12,1.52694100347e+12,"1004"
14519314,2,1.52694100347e+12,1.52694100347e+12,"1002"
93351807,3,1.52694100347e+12,1.52694100347e+12,"1004"
45710347,2,1.52694100347e+12,1.52694100347e+12,"1004"
88669262,3,1.52694100347e+12,1.52694100347e+12,"1004"
56606405,2,1.52694100347e+12,1.52694100347e+12,"1004"
32893395,3,1.52694100347e+12,1.52694100347e+12,"1002"
37704028,2,1.52694100347e+12,1.52694100347e+12,"1002"
51196594,3,1.52694100347e+12,1.52694100347e+12,"1004"
63972305,2,1.52694100347e+12,1.52694100347e+12,"1004"
87683504,3,1.52694100347e+12,1.52694100347e+12,"1004"
69213516,2,1.52694100347e+12,1.52694100347e+12,"1004"
79546666,3,1.52694100347e+12,1.52694100347e+12,"1004"
25230340,2,1.52694100347e+12,1.52694100347e+12,"1002"
5367075,3,1.52694100347e+12,1.52694100347e+12,"1002"
77849384,2,1.52694100347e+12,1.52694100347e+12,"1004"
17755887,2,1.52694100347e+12,1.52694100347e+12,"1004"
34314601,3,1.52694100347e+12,1.52694100347e+12,"1004"
31390481,2,1.52694100347e+12,1.52694100348e+12,"1004"
7855298,3,1.52694100347e+12,1.52694100348e+12,"1004"
24353789,2,1.52694100348e+12,1.52694100348e+12,"1004"
31320125,3,1.52694100348e+12,1.52694100348e+12,"1004"
46413471,2,1.52694100348e+12,1.52694100348e+12,"1004"
60949185,3,1.52694100348e+12,1.52694100348e+12,"1004"
3276212,2,1.52694100348e+12,1.52694100348e+12,"1004"
3274316,3,1.52694100348e+12,1.52694100348e+12,"1004"
38275876,2,1.52694100348e+12,1.52694100348e+12,"1002"
89515812,2,1.52694100348e+12,1.52694100348e+12,"1004"
42512238,3,1.52694100348e+12,1.52694100348e+12,"1002"
52332305,2,1.52694100348e+12,1.52694100348e+12,"1004"
40396797,3,1.52694100348e+12,1.52694100348e+12,"1004"
29583471,2,1.52694100348e+12,1.52694100348e+12,"1002"
92220235,3,1.52694100348e+12,1.52694100348e+12,"1004"
38835589,2,1.52694100348e+12,1.52694100348e+12,"1002"
87788246,3,1.52694100348e+12,1.52694100348e+12,"1004"
52809325,2,1.52694100348e+12,1.52694100348e+12,"1004"
22776784,3,1.52694100348e+12,1.52694100348e+12,"1004"
94694809,2,1.52694100348e+12,1.52694100348e+12,"1004"
17631057,3,1.52694100348e+12,1.52694100348e+12,"1004"
68690173,2,1.52694100348e+12,1.52694100348e+12,"1004"
63447935,2,1.52694100348e+12,1.52694100348e+12,"1004"
22517404,3,1.52694100348e+12,1.52694100348e+12,"1004"
21617800,2,1.52694100348e+12,1.52694100348e+12,"1004"
424319,3,1.52694100348e+12,1.52694100348e+12,"1004"
18369004,2,1.52694100348e+12,1.52694100348e+12,"1004"
5756434,3,1.52694100348e+12,1.52694100348e+12,"1004"
14032306,2,1.52694100348e+12,1.52694100348e+12,"1004"
94113428,2,1.52694100348e+12,1.52694100348e+12,"1004"
98805036,3,1.52694100348e+12,1.52694100348e+12,"1002"
84735969,2,1.52694100348e+12,1.52694100348e+12,"1004"
38733700,3,1.52694100348e+12,1.52694100349e+12,"1004"
49540452,2,1.52694100349e+12,1.52694100349e+12,"1002"
52179761,3,1.52694100349e+12,1.52694100349e+12,"1004"
57294679,2,1.52694100349e+12,1.52694100349e+12,"1004"
70808846,3,1.52694100349e+12,1.52694100349e+12,"1004"
85763084,2,1.52694100349e+12,1.52694100349e+12,"1004"
42289138,3,1.52694100349e+12,1.52694100349e+12,"1004"
94772889,2,1.52694100349e+12,1.52694100349e+12,"1004"
59272553,2,1.52694100349e+12,1.52694100349e+12,"1004"
36889937,3,1.52694100349e+12,1.52694100349e+12,"1002"
37189221,2,1.52694100349e+12,1.52694100349e+12,"1004"
64377425,3,1.52694100349e+12,1.52694100349e+12,"1004"
49988422,2,1.52694100349e+12,1.52694100349e+12,"1002"
41081171,3,1.52694100349e+12,1.52694100349e+12,"1004"
48864866,2,1.52694100349e+12,1.52694100349e+12,"1004"
83726592,3,1.52694100349e+12,1.52694100349e+12,"1004"
92765353,2,1.52694100349e+12,1.52694100349e+12,"1002"
26568758,3,1.52694100349e+12,1.52694100349e+12,"1004"
59559479,2,1.52694100349e+12,1.52694100349e+12,"1002"
99583065,3,1.52694100349e+12,1.52694100349e+12,"1004"
99805243,2,1.52694100349e+12,1.52694100349e+12,"1002"
60794172,3,1.52694100349e+12,1.52694100349e+12,"1004"
13299966,2,1.52694100349e+12,1.52694100349e+12,"1004"
