csv,60.0059800148,64,605.256342635,100.131301012,107718.302017,89215.3024013, s, 64, 1000 
csv,60.0016241074,1,220.59402886,99.2300269805,3899.72637371,9883.75168192, ru, 1, 10000 
csv,60.0048530102,2,328.156790863,99.445789182,5225.67820352,13964.1318387, ru, 2, 10000 
csv,60.0011630058,4,535.756281872,99.5338023667,6029.61332095,20229.9934661, ru, 4, 10000 
csv,60.0007917881,8,669.574497315,99.7238657059,8770.15351355,40909.5467456, ru, 8, 10000 
csv,60.0010061264,16,689.288441478,99.9405677897,12570.330777,119027.53566, ru, 16, 10000 
csv,60.0010900497,32,479.757950666,100.241274561,7746.0515249,592720.131318, ru, 32, 10000 
csv,60.0032749176,64,329.865328637,101.24809388,6953.55968188,1881270.0059, ru, 64, 10000 
csv,60.0013120174,1,209.62874939,99.3075657307,4118.58061257,10409.8784509, ru-exi, 1, 10000 
csv,60.0037209988,2,285.315639014,99.4214194215,6076.2608266,14857.1435916, ru-exi, 2, 10000 
csv,60.2672290802,4,431.378717701,98.5846936978,7697.58978481,22319.761008, ru-exi, 4, 10000 
csv,60.0509190559,8,627.450846587,96.8773206497,9869.21461811,34988.3428834, ru-exi, 8, 10000 
csv,60.0507409573,16,719.291707504,98.5094222098,12834.3962646,103039.433058, ru-exi, 16, 10000 
csv,61.589040041,32,506.096538918,99.3189540229,12396.6513122,505498.744898, ru-exi, 32, 10000 
csv,61.6331701279,64,358.070174781,100.030620813,12498.5692775,1690550.60758, ru-exi, 64, 10000 
csv,60.0046751499,1,212.750089357,99.3913000266,4104.19584701,9751.32174354, rc, 1, 10000 
csv,60.0012080669,2,333.976608898,99.4509463789,5143.9515248,13362.1899873, rc, 2, 10000 
csv,60.0106971264,4,558.550418593,99.534343849,5865.66649147,18789.8385649, rc, 4, 10000 
csv,60.0012180805,8,713.818841853,99.7108195322,8203.38867038,38570.9652551, rc, 8, 10000 
csv,60.0002510548,16,701.230399213,99.9690948975,12380.7656199,117056.098148, rc, 16, 10000 
csv,60.0026278496,32,500.594741872,100.272824239,8346.37152537,569171.081672, rc, 32, 10000 
csv,60.0004189014,64,346.44758121,101.500345102,7336.68628661,1830672.98911, rc, 64, 10000 
csv,60.0003170967,1,211.632214869,99.3612668892,4258.51874858,8410.13233313, rr, 1, 10000 
csv,60.0055251122,2,339.235428104,99.4236348338,5377.51688944,10290.0864477, rr, 2, 10000 
csv,60.0006690025,4,584.04348789,99.5122356958,6142.28457198,12885.5522596, rr, 4, 10000 
csv,60.0033659935,8,683.394994948,99.7048547044,9322.43620758,33527.0422188, rr, 8, 10000 
csv,60.0005538464,16,636.260793488,99.9265913736,10696.0178124,157818.302516, rr, 16, 10000 
csv,60.0057320595,32,643.905151623,100.155583335,10793.5026789,407770.717967, rr, 32, 10000 
csv,60.0049169064,64,653.013153258,100.852351953,10991.0441601,915451.003386, rr, 64, 10000 
csv,60.0048749447,1,183.101789815,99.4106767571,5160.66610825,7921.20281394, s, 1, 10000 
csv,60.0106489658,2,153.206141884,99.7208903886,13218.0429192,11184.4742496, s, 2, 10000 
csv,60.0066759586,4,155.432705628,99.8735587417,26270.3877253,20149.4925017, s, 4, 10000 
csv,60.0032279491,8,111.960643279,100.034964786,73756.8865566,49917.1664782, s, 8, 10000 
csv,60.0035889149,16,120.209476307,100.121933975,137423.188681,96599.5136572, s, 16, 10000 
csv,60.0028989315,32,108.011448037,100.336158053,306189.977904,217159.309387, s, 32, 10000 
csv,60.0010910034,64,102.664799873,100.657984285,640393.013161,504985.720376, s, 64, 10000 
csv,60.0050499439,1,23.7813317601,100.039116428,37115.0045528,90238.3901123, ru, 1, 100000 
csv,60.0065438747,2,39.2123899839,100.017144996,43506.3692119,121662.020683, ru, 2, 100000 
csv,60.0044829845,4,63.5785829699,99.9907490569,49413.4852212,183136.295343, ru, 4, 100000 
csv,60.0023069382,8,78.3969857167,100.333054423,73880.2532327,371845.735444, ru, 8, 100000 
csv,60.0071079731,16,78.3907133486,100.871080579,124749.175886,938516.699175, ru, 16, 100000 
csv,60.0069069862,32,65.8257557069,103.199558243,92821.854473,4411039.20325, ru, 32, 100000 
csv,60.0012791157,64,43.1990790563,109.247952925,97295.3925306,13981172.748, ru, 64, 100000 
csv,60.0041279793,1,24.5816421248,99.9029337589,35826.6264827,85488.2360338, ru-exi, 1, 100000 
csv,60.0096859932,2,37.8272267623,99.9603480534,45290.6117386,126627.546916, ru-exi, 2, 100000 
csv,60.0031630993,4,61.1467764446,100.022634664,52089.8589835,189587.852928, ru-exi, 4, 100000 
csv,60.006870985,8,71.6251310799,100.374972894,85524.4029786,363556.422166, ru-exi, 8, 100000 
csv,60.0006370544,16,73.3825541886,100.065119742,141858.77557,921513.439608, ru-exi, 16, 100000 
csv,60.0561389923,32,59.2612189148,101.892160619,94941.739453,4485896.40775, ru-exi, 32, 100000 
csv,63.8374540806,64,44.6289727721,109.238324531,136986.970433,13622953.5199, ru-exi, 64, 100000 
csv,60.0002269745,1,21.6999179112,99.9469532589,39510.3257178,98310.0134751, rc, 1, 100000 
csv,60.0049660206,2,37.4135700573,99.9960415858,44594.6461542,127470.483383, rc, 2, 100000 
csv,60.0031580925,4,61.7800815465,99.9904439909,50903.7336048,186232.378112, rc, 4, 100000 
csv,60.0008029938,8,74.3490049702,100.083805045,74147.0451232,414235.057072, rc, 8, 100000 
csv,60.0098118782,16,80.2868705834,100.102699468,133827.281308,857770.587541, rc, 16, 100000 
csv,60.0098478794,32,55.8241708383,102.815380723,74372.029225,5003609.2186, rc, 32, 100000 
csv,60.0045750141,64,49.2629103582,108.104626837,97069.7282721,13948668.5996, rc, 64, 100000 
csv,60.0056951046,1,24.8309764165,99.9224648956,36662.0437131,69378.144902, rr, 1, 100000 
csv,60.0020389557,2,40.8986101591,99.9863225896,44868.2971011,84550.4793297, rr, 2, 100000 
csv,60.0005750656,4,67.816016689,99.9882126984,50598.8595267,134764.91151, rr, 4, 100000 
csv,60.0022859573,8,80.613595346,100.349723287,71235.0026759,353984.106693, rr, 8, 100000 
csv,60.0040919781,16,83.8942784409,100.664317204,78995.7480235,1271404.04193, rr, 16, 100000 
csv,60.0038189888,32,84.8445996571,102.359983813,91684.333972,3162733.17962, rr, 32, 100000 
csv,60.0006270409,64,90.5657201932,105.518186389,94561.540597,6808211.04882, rr, 64, 100000 
csv,60.0091910362,1,18.947097609,99.9385868211,50163.124949,72581.9372949, s, 1, 100000 
csv,60.0001270771,2,14.6833022348,100.200759145,138845.745521,115967.326112, s, 2, 100000 
csv,60.0099668503,4,15.197475484,100.510137873,268607.68296,229599.207326, s, 4, 100000 
csv,60.0075399876,8,14.0982283256,100.208925725,583407.252255,414498.522475, s, 8, 100000 
csv,60.0044147968,16,15.9654919266,100.249914392,1027570.83347,822497.309925, s, 16, 100000 
csv,60.0099000931,32,11.2981357901,100.951623235,2942468.25273,2113019.84857, s, 32, 100000 
csv,60.0085451603,64,12.6315343586,104.190034624,5394073.82353,4391305.73711, s, 64, 100000 
csv,60.0060040951,1,2.86637983305,100.176680289,315106.20597,770010.471344, ru, 1, 1000000 
csv,60.0046110153,2,4.06635416631,100.143101742,396110.121633,1155145.20676, ru, 2, 1000000 
csv,60.0007059574,4,6.71658763959,100.556558081,462119.409965,1714493.42641, ru, 4, 1000000 
csv,60.0048370361,8,8.4826494853,100.702997943,795396.106294,2809671.49979, ru, 8, 1000000 
csv,60.0017709732,16,8.41641824581,106.982031017,890174.933842,11022095.4627, ru, 16, 1000000 
csv,60.0023829937,32,6.78306393336,119.608014732,1562907.2705,34120982.4038, ru, 32, 1000000 
csv,60.0074338913,64,11.1652833083,231.734006067,2219114.94217,103765434.673, ru, 64, 1000000 
csv,60.0052731037,1,2.94974076185,100.071217715,303768.587409,696329.057217, ru-exi, 1, 1000000 
csv,60.0008749962,2,4.63326576517,100.707107603,384118.210524,1023455.89074, ru-exi, 2, 1000000 
csv,60.0094211102,4,7.16554154406,100.495791669,441026.464566,1669273.88169, ru-exi, 4, 1000000 
csv,60.0070848465,8,8.21569655085,100.656949493,699400.771941,3775085.84128, ru-exi, 8, 1000000 
csv,60.0021550655,16,8.33303402943,104.904422438,1551801.3774,6176160.15434, ru-exi, 16, 1000000 
csv,60.0022380352,32,10.0496251431,142.516647972,1757230.49693,29245947.1812, ru-exi, 32, 1000000 
csv,60.0080881119,64,10.0819742644,189.054072114,1816397.84816,99621704.0221, ru-exi, 64, 1000000 
csv,60.0035889149,1,2.99982056499,100.720812677,307511.612327,698589.47167, rc, 1, 1000000 
csv,60.0036480427,2,4.34973553299,100.275548036,395074.757755,1032980.75994, rc, 2, 1000000 
csv,60.0013051033,4,6.59985644176,100.47343625,469856.735048,1919283.71003, rc, 4, 1000000 
csv,60.0021841526,8,7.83304819046,101.360969671,802407.657268,3537876.82056, rc, 8, 1000000 
csv,60.008630991,16,8.34879902651,107.785972441,1339164.69212,8618618.14499, rc, 16, 1000000 
csv,60.0094339848,32,9.78179531154,113.677753063,1665238.6477,22449048.1574, rc, 32, 1000000 
csv,60.0044939518,64,10.6492023833,204.450089869,2192645.90029,95676279.8938, rc, 64, 1000000 
csv,60.0072629452,1,3.08296014382,100.0058477,307315.119526,532849.03935, rr, 1, 1000000 
csv,60.0097858906,2,4.71589751238,100.480223653,394098.618999,729877.321808, rr, 2, 1000000 
csv,60.0101048946,4,7.68203956333,100.295970563,477497.495513,925856.693931, rr, 4, 1000000 
csv,60.0087618828,8,9.01535014265,100.622310609,724143.622599,2479834.43737, rr, 8, 1000000 
csv,60.0038399696,16,8.26613763804,102.22907113,1101921.69332,9977610.10151, rr, 16, 1000000 
csv,60.0053780079,32,9.91577788114,108.412292476,1903474.15154,20886183.5289, rr, 32, 1000000 
csv,60.0004379749,64,14.3165621617,122.104974126,2310282.11602,39355938.2158, rr, 64, 1000000 
csv,60.0059030056,1,2.33310379459,100.655453887,418033.031464,543005.673091, s, 1, 1000000 
csv,60.0005788803,2,1.71665010442,100.573483736,1198358.42809,924201.107025, s, 2, 1000000 
csv,60.0066139698,4,1.79980160278,102.025072167,2323440.98043,1651834.19651, s, 4, 1000000 
csv,60.0080661774,8,1.56645607812,102.850892042,5364407.99182,3613791.26708, s, 8, 1000000 
csv,60.0051870346,16,1.79984440241,108.468832531,9863018.64624,6886118.59083, s, 16, 1000000 
csv,60.0044150352,32,1.63321315511,113.241738921,23155036.1297,15863331.1895, s, 32, 1000000 
csv,60.0008010864,64,2.13330485064,335.565340229,102288329.086,50532075.2263, s, 64, 1000000 
